2026-03-20 23:30:25 [INFO    ] run_simulation:400 | ============================================================
2026-03-20 23:30:52 [ERROR   ] call_claude_analyst:116 | Claude [bull] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVZb6bj5Jep9h85QcqQ'}
2026-03-20 23:30:54 [ERROR   ] call_claude_analyst:116 | Claude [bear] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVZid3EMGNjqXWC7g79'}
2026-03-20 23:30:55 [ERROR   ] call_claude_analyst:116 | Claude [neutral] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVZr3GzF86fytL2TrED'}
2026-03-20 23:30:56 [WARNING ] calc_actual_result:229 | 실제 결과 데이터 없음: KR 2024-10-07
2026-03-20 23:30:56 [DEBUG   ] simulate_day:311 |   [2024-10-07] Postmortem 생성 중...
2026-03-20 23:30:57 [ERROR   ] call_claude_postmortem:186 | postmortem 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVZwrGjQQXTi9mEhTqg'}
2026-03-20 23:30:58 [INFO    ] simulate_day:375 |   ✅ 2024-10-07 KR | 모드:NEUTRAL | 손익:+0.00% | Bull:MISS Bear:HIT Neut:PARTIAL
2026-03-20 23:30:58 [DEBUG   ] wrapper:236 | ✅ simulate_day() 완료 (6.63초)
2026-03-20 23:30:58 [DEBUG   ] wrapper:227 | ▶ simulate_day() 시작 args=('2024-10-08', 10000000.0)
2026-03-20 23:30:58 [INFO    ] wrapper:227 | ▶ build_kr_digest() 시작
2026-03-20 23:30:58 [INFO    ] build_kr_digest:192 | [국내 digest] 2024-10-08
2026-03-20 23:30:58 [INFO    ] build_kr_digest:300 |   ✅ KR digest 저장: 2024-10-08_KR.json (뉴스 0건, 공시 0건, 종목 0개)
2026-03-20 23:30:58 [INFO    ] wrapper:236 | ✅ build_kr_digest() 완료 (0.04초)
2026-03-20 23:30:58 [DEBUG   ] simulate_day:290 |   [2024-10-08] Claude 판단 요청 중...
2026-03-20 23:30:58 [ERROR   ] call_claude_analyst:116 | Claude [bull] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVa5PhLLpxZCVHctUdn'}
2026-03-20 23:31:00 [ERROR   ] call_claude_analyst:116 | Claude [bear] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVaCy7DHDkFa9tQvAY4'}
2026-03-20 23:31:02 [ERROR   ] call_claude_analyst:116 | Claude [neutral] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVaMVaDJnADzQLw1e5D'}
2026-03-20 23:31:03 [WARNING ] calc_actual_result:229 | 실제 결과 데이터 없음: KR 2024-10-08
2026-03-20 23:31:03 [DEBUG   ] simulate_day:311 |   [2024-10-08] Postmortem 생성 중...
2026-03-20 23:31:03 [ERROR   ] call_claude_postmortem:186 | postmortem 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVaSp3zBKt3fvA7QpHi'}
2026-03-20 23:31:05 [INFO    ] simulate_day:375 |   ✅ 2024-10-08 KR | 모드:NEUTRAL | 손익:+0.00% | Bull:MISS Bear:HIT Neut:PARTIAL
2026-03-20 23:31:05 [DEBUG   ] wrapper:236 | ✅ simulate_day() 완료 (6.42초)
2026-03-20 23:31:05 [DEBUG   ] wrapper:227 | ▶ simulate_day() 시작 args=('2024-10-09', 10000000.0)
2026-03-20 23:31:05 [INFO    ] wrapper:227 | ▶ build_kr_digest() 시작
2026-03-20 23:31:05 [INFO    ] build_kr_digest:192 | [국내 digest] 2024-10-09
2026-03-20 23:31:05 [INFO    ] build_kr_digest:300 |   ✅ KR digest 저장: 2024-10-09_KR.json (뉴스 0건, 공시 0건, 종목 0개)
2026-03-20 23:31:05 [INFO    ] wrapper:236 | ✅ build_kr_digest() 완료 (0.03초)
2026-03-20 23:31:05 [DEBUG   ] simulate_day:290 |   [2024-10-09] Claude 판단 요청 중...
2026-03-20 23:31:05 [ERROR   ] call_claude_analyst:116 | Claude [bull] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVaYtg43sFxd7orpdUi'}
2026-03-20 23:31:07 [ERROR   ] call_claude_analyst:116 | Claude [bear] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVagSbeSxh8dvbCTD8K'}
2026-03-20 23:31:08 [ERROR   ] call_claude_analyst:116 | Claude [neutral] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVapCBQ1gQ2r15Fj67c'}
2026-03-20 23:31:10 [WARNING ] calc_actual_result:229 | 실제 결과 데이터 없음: KR 2024-10-09
2026-03-20 23:31:10 [DEBUG   ] simulate_day:311 |   [2024-10-09] Postmortem 생성 중...
2026-03-20 23:31:10 [ERROR   ] call_claude_postmortem:186 | postmortem 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVautyUJF7ZpPZKjMum'}
2026-03-20 23:31:11 [INFO    ] simulate_day:375 |   ✅ 2024-10-09 KR | 모드:NEUTRAL | 손익:+0.00% | Bull:MISS Bear:HIT Neut:PARTIAL
2026-03-20 23:31:11 [DEBUG   ] wrapper:236 | ✅ simulate_day() 완료 (6.37초)
2026-03-20 23:31:11 [DEBUG   ] wrapper:227 | ▶ simulate_day() 시작 args=('2024-10-10', 10000000.0)
2026-03-20 23:31:11 [INFO    ] wrapper:227 | ▶ build_kr_digest() 시작
2026-03-20 23:31:11 [INFO    ] build_kr_digest:192 | [국내 digest] 2024-10-10
2026-03-20 23:31:11 [INFO    ] build_kr_digest:300 |   ✅ KR digest 저장: 2024-10-10_KR.json (뉴스 0건, 공시 0건, 종목 0개)
2026-03-20 23:31:11 [INFO    ] wrapper:236 | ✅ build_kr_digest() 완료 (0.04초)
2026-03-20 23:31:11 [DEBUG   ] simulate_day:290 |   [2024-10-10] Claude 판단 요청 중...
2026-03-20 23:31:11 [ERROR   ] call_claude_analyst:116 | Claude [bull] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVb2CyxUZUTronUDfqE'}
2026-03-20 23:31:13 [ERROR   ] call_claude_analyst:116 | Claude [bear] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVb9muFaS3hGTFqtCGG'}
2026-03-20 23:31:15 [ERROR   ] call_claude_analyst:116 | Claude [neutral] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVbHHqoSbaDUpND3Qa1'}
2026-03-20 23:31:16 [WARNING ] calc_actual_result:229 | 실제 결과 데이터 없음: KR 2024-10-10
2026-03-20 23:31:16 [DEBUG   ] simulate_day:311 |   [2024-10-10] Postmortem 생성 중...
2026-03-20 23:31:16 [ERROR   ] call_claude_postmortem:186 | postmortem 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVbNdoucmW9EoDxKj44'}
2026-03-20 23:31:17 [INFO    ] simulate_day:375 |   ✅ 2024-10-10 KR | 모드:NEUTRAL | 손익:+0.00% | Bull:MISS Bear:HIT Neut:PARTIAL
2026-03-20 23:31:17 [DEBUG   ] wrapper:236 | ✅ simulate_day() 완료 (6.20초)
2026-03-20 23:31:17 [DEBUG   ] wrapper:227 | ▶ simulate_day() 시작 args=('2024-10-11', 10000000.0)
2026-03-20 23:31:17 [INFO    ] wrapper:227 | ▶ build_kr_digest() 시작
2026-03-20 23:31:17 [INFO    ] build_kr_digest:192 | [국내 digest] 2024-10-11
2026-03-20 23:31:17 [INFO    ] build_kr_digest:300 |   ✅ KR digest 저장: 2024-10-11_KR.json (뉴스 0건, 공시 0건, 종목 0개)
2026-03-20 23:31:17 [INFO    ] wrapper:236 | ✅ build_kr_digest() 완료 (0.03초)
2026-03-20 23:31:17 [DEBUG   ] simulate_day:290 |   [2024-10-11] Claude 판단 요청 중...
2026-03-20 23:31:17 [ERROR   ] call_claude_analyst:116 | Claude [bull] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVbUZW2PSS3L18HinvJ'}
2026-03-20 23:31:19 [ERROR   ] call_claude_analyst:116 | Claude [bear] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVbbyVJ5AgCKBzwjnpv'}
2026-03-20 23:31:21 [ERROR   ] call_claude_analyst:116 | Claude [neutral] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVbjRxU8yoEKnMmkZPc'}
2026-03-20 23:31:22 [WARNING ] calc_actual_result:229 | 실제 결과 데이터 없음: KR 2024-10-11
2026-03-20 23:31:22 [DEBUG   ] simulate_day:311 |   [2024-10-11] Postmortem 생성 중...
2026-03-20 23:31:22 [ERROR   ] call_claude_postmortem:186 | postmortem 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVbpngCJgUWHYbfDmhr'}
2026-03-20 23:31:23 [INFO    ] simulate_day:375 |   ✅ 2024-10-11 KR | 모드:NEUTRAL | 손익:+0.00% | Bull:MISS Bear:HIT Neut:PARTIAL
2026-03-20 23:31:23 [DEBUG   ] wrapper:236 | ✅ simulate_day() 완료 (6.23초)
2026-03-20 23:31:23 [DEBUG   ] wrapper:227 | ▶ simulate_day() 시작 args=('2024-10-14', 10000000.0)
2026-03-20 23:31:23 [INFO    ] wrapper:227 | ▶ build_kr_digest() 시작
2026-03-20 23:31:23 [INFO    ] build_kr_digest:192 | [국내 digest] 2024-10-14
2026-03-20 23:31:23 [INFO    ] build_kr_digest:300 |   ✅ KR digest 저장: 2024-10-14_KR.json (뉴스 0건, 공시 0건, 종목 0개)
2026-03-20 23:31:23 [INFO    ] wrapper:236 | ✅ build_kr_digest() 완료 (0.03초)
2026-03-20 23:31:23 [DEBUG   ] simulate_day:290 |   [2024-10-14] Claude 판단 요청 중...
2026-03-20 23:31:24 [ERROR   ] call_claude_analyst:116 | Claude [bull] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVbwDP1iWws6jwR1cKq'}
2026-03-20 23:31:25 [ERROR   ] call_claude_analyst:116 | Claude [bear] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVc4gb34WEFuU7xJSbs'}
2026-03-20 23:31:27 [ERROR   ] call_claude_analyst:116 | Claude [neutral] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVcC7Ks6g5bF2L35p4h'}
2026-03-20 23:31:28 [WARNING ] calc_actual_result:229 | 실제 결과 데이터 없음: KR 2024-10-14
2026-03-20 23:31:28 [DEBUG   ] simulate_day:311 |   [2024-10-14] Postmortem 생성 중...
2026-03-20 23:31:28 [ERROR   ] call_claude_postmortem:186 | postmortem 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVcHQKRWnwLKjRe7UkJ'}
2026-03-20 23:31:30 [INFO    ] simulate_day:375 |   ✅ 2024-10-14 KR | 모드:NEUTRAL | 손익:+0.00% | Bull:MISS Bear:HIT Neut:PARTIAL
2026-03-20 23:31:30 [DEBUG   ] wrapper:236 | ✅ simulate_day() 완료 (6.17초)
2026-03-20 23:31:30 [INFO    ] step:301 | [KR 학습] 10/384 (2.6%) | 속도 0.2건/초 | 남은시간 40.2분 | 오류 0건 | 2024-10-14
2026-03-20 23:31:30 [DEBUG   ] wrapper:227 | ▶ simulate_day() 시작 args=('2024-10-15', 10000000.0)
2026-03-20 23:31:30 [INFO    ] wrapper:227 | ▶ build_kr_digest() 시작
2026-03-20 23:31:30 [INFO    ] build_kr_digest:192 | [국내 digest] 2024-10-15
2026-03-20 23:31:30 [INFO    ] build_kr_digest:300 |   ✅ KR digest 저장: 2024-10-15_KR.json (뉴스 0건, 공시 0건, 종목 0개)
2026-03-20 23:31:30 [INFO    ] wrapper:236 | ✅ build_kr_digest() 완료 (0.03초)
2026-03-20 23:31:30 [DEBUG   ] simulate_day:290 |   [2024-10-15] Claude 판단 요청 중...
2026-03-20 23:31:30 [ERROR   ] call_claude_analyst:116 | Claude [bull] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVcPcNgKxUVYEkjKdyr'}
2026-03-20 23:31:32 [ERROR   ] call_claude_analyst:116 | Claude [bear] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVcX5qFd4FedaGaWeCe'}
2026-03-20 23:31:33 [ERROR   ] call_claude_analyst:116 | Claude [neutral] 오류: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.'}, 'request_id': 'req_011CZEVceW5HnQk9YjraUUnq'}
2026-03-20 23:31:34 [WARNING ] calc_actual_result:229 | 실제 결과 데이터 없음: KR 2024-10-15
2026-03-20 23:31:34 [DEBUG   ] simulate_day:311 |   [2024-10-15] Postmortem 생성 중...
