selection_rank,change_pct_seen,vol_ratio_seen,gap_pct_seen,from_high_pct_seen,signal_fired,trade_ready,traded,consensus_mode,source_type,selected_reason,vetoed,observations,date,market,ticker,signal_close,day_change_pct,day_gap_pct,mom5_pct,mom20_pct,mom60_pct,above_ma60,above_ma200,volume_ratio20,from_high20_pct,atr20_pct,realized_vol20_pct,bench_mom20_pct,bench_above_ma60,leveraged_or_inverse,rs20_pct,entry_date,entry_price,entry_gap_pct,whole_share_cost_krw,affordable,entry_calendar_index,available_1d,exit_date_1d,gross_1d_pct,net_1d_pct,benchmark_net_1d_pct,excess_1d_pct,mfe_1d_pct,mae_1d_pct,hygiene_1d,available_3d,exit_date_3d,gross_3d_pct,net_3d_pct,benchmark_net_3d_pct,excess_3d_pct,mfe_3d_pct,mae_3d_pct,hygiene_3d,tp3_sl2_3d_gross_pct,tp3_sl2_3d_net_pct,tp3_sl2_3d_exit_date,tp3_sl2_3d_exit_reason,available_5d,exit_date_5d,gross_5d_pct,net_5d_pct,benchmark_net_5d_pct,excess_5d_pct,mfe_5d_pct,mae_5d_pct,hygiene_5d,tp5_sl2_5d_gross_pct,tp5_sl2_5d_net_pct,tp5_sl2_5d_exit_date,tp5_sl2_5d_exit_reason,tp8_sl4_5d_gross_pct,tp8_sl4_5d_net_pct,tp8_sl4_5d_exit_date,tp8_sl4_5d_exit_reason,tp10_sl8_5d_gross_pct,tp10_sl8_5d_net_pct,tp10_sl8_5d_exit_date,tp10_sl8_5d_exit_reason,atr_rank_daily
6,30.0,34.65,,,0,0,0,DEFENSIVE,rescreen,"에스아이리소스 +30% 상한가 근접 | 상한가 급등 거래량급증, 변동성극심 | 상한가 도달, 거래량 34배 강세",0,3,2026-04-20,KR,065420,299.0,30.000000000000004,1.7391304347825987,16.342412451361877,39.71962616822431,28.326180257510725,True,True,9.243702428390776,-8.562691131498468,11.304347826086955,156.4624694256518,16.630669546436284,True,False,23.088956621788025,2026-04-21,351.0,17.391304347826097,351.0,True,277,True,2026-04-21,-17.09401709401709,-17.30401709401709,1.085986622073575,-18.390003716090668,10.541310541310533,-22.79202279202279,ok,True,2026-04-23,-25.64102564102564,-25.85102564102564,2.5857775919732475,-28.436803232998887,10.541310541310533,-28.205128205128204,ok,-1.9999999999999907,-2.2099999999999906,2026-04-21,STOP,True,2026-04-27,-19.658119658119656,-19.868119658119657,4.5558862876254205,-24.424005945745076,10.541310541310533,-30.1994301994302,ok,-1.9999999999999907,-2.2099999999999906,2026-04-21,STOP,-4.0000000000000036,-4.2100000000000035,2026-04-21,STOP,-7.9999999999999964,-8.209999999999997,2026-04-21,STOP,0.8611111111111112
19,,0.11,,,0,0,0,CAUTIOUS_BEAR,initial,CS 소형주 수급 리스크 주시,0,1,2026-04-20,KR,065770,1813.0,-2.5268817204301075,-3.2258064516129004,-38.228279386712096,143.35570469798657,130.95541401273886,True,True,0.7771067162102159,-42.89763779527559,18.39216767788196,260.6754707724698,16.630669546436284,True,False,126.72503515155029,2026-04-21,1811.0,-0.11031439602867676,1811.0,True,277,True,2026-04-21,-11.15405853119823,-11.36405853119823,1.085986622073575,-12.450045153271805,0.0,-13.583655438983989,ok,True,2026-04-23,-17.448923246824954,-17.658923246824955,2.5857775919732475,-20.244700838798202,0.0,-21.535063500828265,ok,-2.0000000000000018,-2.2100000000000017,2026-04-21,STOP,True,2026-04-27,-12.534511319712871,-12.744511319712872,4.5558862876254205,-17.300397607338294,7.2887907233572635,-21.535063500828265,ok,-2.0000000000000018,-2.2100000000000017,2026-04-21,STOP,-4.0000000000000036,-4.2100000000000035,2026-04-21,STOP,-7.9999999999999964,-8.209999999999997,2026-04-21,STOP,1.0
6,11.09,56.17,,,0,0,0,DEFENSIVE,initial,"광부품 소형주 모멘텀 점검 | 빛과전자 거래량50배, 급등 과열 | 10%급등 거래량53배, 급반전 가능 | 거래량 56배 급등, 강한 상승 모멘텀",0,4,2026-04-20,KR,069540,6520.0,11.262798634812277,5.972696245733777,32.52032520325203,129.1739894551845,256.08956854178047,True,True,3.0255687468247396,-19.506172839506174,12.630368098159508,254.02326773532766,16.630669546436284,True,False,112.54331990874823,2026-04-21,6590.0,1.0736196319018454,6590.0,True,277,True,2026-04-21,-6.525037936267076,-6.735037936267076,1.085986622073575,-7.821024558340651,3.490136570561453,-11.987860394537176,ok,True,2026-04-23,-23.52048558421851,-23.73048558421851,2.5857775919732475,-26.316263176191757,3.490136570561453,-24.12746585735963,ok,-2.0000000000000018,-2.2100000000000017,2026-04-21,STOP,True,2026-04-27,-15.326251896813359,-15.53625189681336,4.5558862876254205,-20.09213818443878,3.490136570561453,-25.72078907435509,ok,-2.0000000000000018,-2.2100000000000017,2026-04-21,STOP,-4.0000000000000036,-4.2100000000000035,2026-04-21,STOP,-7.9999999999999964,-8.209999999999997,2026-04-21,STOP,0.9444444444444444
10,-8.1,55.68,,,0,0,0,DEFENSIVE,initial,"바이오진단 테마 리스크 관리 | 랩지노믹스 거래량50배 급락 주의 | 5%급락 거래량53배, 추가하락 경계 | 거래량 55배 급락, 반전 가능성 모니터링",0,4,2026-04-20,KR,084650,1657.0,-7.53348214285714,-7.087053571428569,31.507936507936506,27.36356648731746,-4.330254041570436,True,False,139.8208697906758,-16.439737771053963,6.288473144236573,96.99085178240038,16.630669546436284,True,False,10.732896940881176,2026-04-21,1687.0,1.8105009052504561,1687.0,True,277,True,2026-04-21,-9.72139893301719,-9.93139893301719,1.085986622073575,-11.017385555090765,0.0,-10.314167160640187,ok,True,2026-04-23,-16.182572614107883,-16.392572614107884,2.5857775919732475,-18.97835020608113,0.0,-16.182572614107883,ok,-2.0000000000000018,-2.2100000000000017,2026-04-21,STOP,True,2026-04-27,-18.197984588026085,-18.407984588026086,4.5558862876254205,-22.963870875651505,0.0,-18.672199170124482,ok,-2.0000000000000018,-2.2100000000000017,2026-04-21,STOP,-4.0000000000000036,-4.2100000000000035,2026-04-21,STOP,-8.000000000000007,-8.210000000000008,2026-04-21,STOP,0.3888888888888889
15,,0.07,,,0,0,0,CAUTIOUS_BEAR,initial,PCB소재 수급 변화 모니터,0,1,2026-04-20,KR,085670,6450.0,0.0,0.31007751937983663,16.425992779783382,12.959719789842383,6.085526315789469,True,True,2.6742410470823486,-3.58744394618834,5.2480620155038755,74.14619078634924,16.630669546436284,True,False,-3.6709497565939007,2026-04-21,6530.0,1.240310077519391,6530.0,True,277,True,2026-04-21,1.5313935681470214,1.3213935681470215,1.085986622073575,0.23540694607344648,3.8284839203675425,-0.45941807044410643,ok,True,2026-04-23,9.494640122511488,9.284640122511487,2.5857775919732475,6.698862530538239,11.485451761102606,-0.45941807044410643,ok,3.0000000000000027,2.7900000000000027,2026-04-21,TARGET,True,2026-04-27,6.73813169984685,6.52813169984685,4.5558862876254205,1.9722454122214295,11.485451761102606,-0.45941807044410643,ok,5.000000000000004,4.7900000000000045,2026-04-23,TARGET,8.000000000000007,7.790000000000007,2026-04-23,TARGET,10.000000000000009,9.790000000000008,2026-04-23,TARGET,0.16666666666666666
17,,0.01,,,0,0,0,CAUTIOUS_BEAR,initial,,0,1,2026-04-20,KR,093370,13040.0,-5.643994211287984,-3.835021707670039,22.326454033771114,96.3855421686747,71.57894736842105,True,True,6.9179464402351405,-9.632709632709634,7.070552147239264,148.10499352138032,16.630669546436284,True,False,79.75487262223842,2026-04-21,13320.0,2.147239263803691,13320.0,True,277,True,2026-04-21,2.8528528528528607,2.6428528528528608,1.085986622073575,1.5568662307792858,2.8528528528528607,-0.6006006006005982,ok,True,2026-04-23,2.9279279279279313,2.7179279279279314,2.5857775919732475,0.13215033595468384,15.76576576576576,-1.8768768768768762,ok,3.0000000000000027,2.7900000000000027,2026-04-22,TARGET,True,2026-04-27,-1.4264264264264304,-1.6364264264264303,4.5558862876254205,-6.192312714051851,15.76576576576576,-4.054054054054057,ok,5.000000000000004,4.7900000000000045,2026-04-22,TARGET,8.000000000000007,7.790000000000007,2026-04-23,TARGET,10.000000000000009,9.790000000000008,2026-04-23,TARGET,0.5555555555555556
2,-0.49,33.04,,,0,0,0,DEFENSIVE,initial,"시장 하락 대비 인버스 ETF | 인버스 거래량23배, 약세장 방어 수단 | 인버스 거래량25배↑, 하락헤지 수요 | 코스피 하락 대응 인버스, 거래량 급증",0,4,2026-04-20,KR,114800,1432.0,-0.48644892286310304,-0.2779708130646319,-6.405228758169934,-16.45274212368728,-31.153846153846153,False,False,0.8994443008414053,-22.131593257205008,4.046787709497207,52.98292874726327,16.630669546436284,True,True,-33.08341167012357,2026-04-21,1415.0,-1.1871508379888263,1415.0,True,277,True,2026-04-21,-1.4840989399293236,-1.6940989399293236,1.085986622073575,-2.7800855620028986,0.07067137809186885,-1.4840989399293236,ok,True,2026-04-23,-2.8268551236749095,-3.0368551236749095,2.5857775919732475,-5.622632715648157,0.07067137809186885,-4.310954063604244,ok,-2.0000000000000018,-2.2100000000000017,2026-04-23,STOP,True,2026-04-27,-4.73498233215548,-4.9449823321554796,4.5558862876254205,-9.5008686197809,0.07067137809186885,-5.512367491166081,ok,-2.0000000000000018,-2.2100000000000017,2026-04-23,STOP,-4.000000000000014,-4.210000000000014,2026-04-23,STOP,-4.73498233215548,-4.9449823321554796,2026-04-27,TIME,0.05555555555555555
4,,0.02,,,0,0,0,CAUTIOUS_BEAR,initial,코스피 레버리지 방향성 확인,0,1,2026-04-20,KR,122630,102900.0,0.9664916842466731,0.5740077515576703,15.819685969947672,33.10911325270034,58.10094491818391,True,True,0.7866209444449874,-1.7379679144384985,5.552964042759961,106.44388612264191,16.630669546436284,True,True,16.478443706264056,2026-04-21,105135.0,2.1720116618075824,105135.0,True,277,True,2026-04-21,2.981880439435014,2.771880439435014,1.085986622073575,1.685893817361439,2.981880439435014,-0.014267370523612932,ok,True,2026-04-23,5.77828506206306,5.56828506206306,2.5857775919732475,2.9825074700898124,8.955152898654116,-0.014267370523612932,ok,3.0000000000000027,2.7900000000000027,2026-04-22,TARGET,True,2026-04-27,9.720835116754657,9.510835116754656,4.5558862876254205,4.954948829129235,11.57559328482427,-0.014267370523612932,ok,5.000000000000004,4.7900000000000045,2026-04-23,TARGET,8.000000000000007,7.790000000000007,2026-04-23,TARGET,10.000000000000009,9.790000000000008,2026-04-27,TARGET,0.25
10,12.15,98.82,,,0,0,0,DEFENSIVE,rescreen,"아톤 +13% 거래량87배, 급등 모니터 | 14%급등 거래량92배, 변동성 주시 | 거래량 98배, 12% 급등 주목",0,3,2026-04-20,KR,158430,9910.0,12.485811577752548,3.291713961407483,58.55999999999999,59.83870967741935,59.32475884244373,True,True,92.43720813638375,-11.517857142857146,8.072653884964682,168.46990436612944,16.630669546436284,True,False,43.208040130983065,2026-04-21,9950.0,0.4036326942482349,9950.0,True,277,True,2026-04-21,-6.030150753768848,-6.240150753768848,1.085986622073575,-7.326137375842423,0.0,-8.944723618090455,ok,True,2026-04-23,-4.321608040201008,-4.531608040201008,2.5857775919732475,-7.117385632174256,0.0,-13.567839195979904,ok,-2.0000000000000018,-2.2100000000000017,2026-04-21,STOP,True,2026-04-27,-15.376884422110548,-15.586884422110549,4.5558862876254205,-20.14277070973597,0.0,-16.18090452261306,ok,-2.0000000000000018,-2.2100000000000017,2026-04-21,STOP,-4.0000000000000036,-4.2100000000000035,2026-04-21,STOP,-7.9999999999999964,-8.209999999999997,2026-04-21,STOP,0.6388888888888888
9,29.94,19.21,,,0,0,0,CAUTIOUS_BEAR,rescreen,"SGA솔루션즈 +30% 상한가, 고위험",0,1,2026-04-20,KR,184230,1046.0,29.937888198757754,6.70807453416149,99.23809523809524,96.24765478424015,75.20938023450587,True,True,90.55463679520534,-3.771849126034954,6.9311663479923515,186.06968855403835,16.630669546436284,True,False,79.61698523780387,2026-04-21,1255.0,19.980879541108987,1255.0,True,277,True,2026-04-21,-6.93227091633466,-7.14227091633466,1.085986622073575,-8.228257538408235,8.286852589641436,-24.541832669322705,ok,True,2026-04-23,-25.816733067729082,-26.026733067729083,2.5857775919732475,-28.61251065970233,8.286852589641436,-32.58964143426295,ok,-1.9999999999999907,-2.2099999999999906,2026-04-21,STOP,True,2026-04-27,-34.66135458167331,-34.87135458167331,4.5558862876254205,-39.42724086929873,8.286852589641436,-36.015936254980076,ok,-1.9999999999999907,-2.2099999999999906,2026-04-21,STOP,-4.0000000000000036,-4.2100000000000035,2026-04-21,STOP,-7.999999999999985,-8.209999999999985,2026-04-21,STOP,0.5277777777777778
5,29.98,62.63,,,0,0,0,DEFENSIVE,rescreen,"드림시큐리티 +24% 급등, 과열 주의 | 상한가근접 급등, 과열 되돌림 경계 | 상한가 근접, 거래량 62배 급등 모멘텀",0,3,2026-04-20,KR,203650,3880.0,29.983249581239523,6.365159128978215,94.77911646586345,152.9335071707953,138.62238622386224,True,True,84.13745277213646,0.0,6.7242268041237105,274.55094706591547,16.630669546436284,True,False,136.30283762435903,2026-04-21,4170.0,7.474226804123707,4170.0,True,277,True,2026-04-21,-8.872901678657074,-9.082901678657075,1.085986622073575,-10.16888830073065,2.877697841726623,-18.345323741007192,ok,True,2026-04-23,-18.705035971223015,-18.915035971223016,2.5857775919732475,-21.500813563196264,2.877697841726623,-21.822541966426854,ok,-2.0000000000000018,-2.2100000000000017,2026-04-21,STOP,True,2026-04-27,-27.697841726618712,-27.907841726618713,4.5558862876254205,-32.46372801424413,2.877697841726623,-31.055155875299757,ok,-2.0000000000000018,-2.2100000000000017,2026-04-21,STOP,-4.0000000000000036,-4.2100000000000035,2026-04-21,STOP,-7.9999999999999964,-8.209999999999997,2026-04-21,STOP,0.4722222222222222
12,2.53,136.9,,,0,0,0,DEFENSIVE,rescreen,"와이제이링크 거래량128배 최고치 | 거래량132배 최고수준, 이상급등 추적 | 거래량 136배 최대치, 변동성 주시",0,3,2026-04-20,KR,209640,6130.0,4.965753424657526,6.678082191780832,45.60570071258907,33.116178067318124,37.29003359462486,True,True,50.0723539233333,-10.380116959064322,6.896411092985318,128.7683978620477,16.630669546436284,True,False,16.48550852088184,2026-04-21,6270.0,2.2838499184339334,6270.0,True,277,True,2026-04-21,-8.61244019138756,-8.82244019138756,1.085986622073575,-9.908426813461135,0.15948963317384823,-11.483253588516751,ok,True,2026-04-23,1.9138755980861344,1.7038755980861344,2.5857775919732475,-0.8819019938871131,8.771929824561408,-11.483253588516751,ok,-2.000000000000013,-2.210000000000013,2026-04-21,STOP,True,2026-04-27,44.338118022328544,44.12811802232854,4.5558862876254205,39.572231734703124,55.821371610845304,-11.483253588516751,ok,-2.000000000000013,-2.210000000000013,2026-04-21,STOP,-4.0000000000000036,-4.2100000000000035,2026-04-21,STOP,-7.9999999999999964,-8.209999999999997,2026-04-21,STOP,0.5
